right_eye_right_corner_x,right_eye_right_corner_y,right_eye_center_x,right_eye_center_y,right_eye_left_corner_x,right_eye_left_corner_y,left_eye_right_corner_x,left_eye_right_corner_y,left_eye_center_x,left_eye_center_y,left_eye_left_corner_x,left_eye_left_corner_y,filename
173,300,260,254,366,279,618,262,721,230,813,292,2022-09-28 14_30_12.701211-271.jpg
171,303,264,254,351,272,615,268,712,236,819,287,2022-09-28 14_30_12.706382-272.jpg
163,306,263,256,353,273,617,262,721,236,819,293,2022-09-28 14_30_12.712533-273.jpg
175,300,259,249,355,275,605,249,720,249,816,295,2022-09-28 14_30_12.718978-274.jpg
166,297,257,258,348,276,618,265,721,237,825,293,2022-09-28 14_30_12.725196-275.jpg
164,305,265,257,360,280,612,275,718,239,830,303,2022-09-28 14_30_12.731528-276.jpg
163,310,260,259,346,275,604,265,714,236,820,292,2022-09-28 14_30_12.738289-277.jpg
164,297,255,256,348,273,614,262,716,231,829,295,2022-09-28 14_30_12.747216-278.jpg
155,316,259,261,343,275,614,265,724,242,810,284,2022-09-28 14_30_12.755640-279.jpg
167,297,260,265,358,281,608,269,718,234,817,295,2022-09-28 14_30_12.761269-280.jpg
164,297,260,251,351,276,628,270,723,236,813,290,2022-09-28 14_30_12.767386-281.jpg
167,309,262,255,356,271,600,265,720,240,816,290,2022-09-28 14_30_12.771695-282.jpg
172,306,265,259,363,279,622,265,724,245,821,299,2022-09-28 14_30_12.775800-283.jpg
168,301,235,275,358,274,619,263,725,243,813,292,2022-09-28 14_30_12.781537-284.jpg
157,310,239,277,357,278,614,263,747,261,825,294,2022-09-28 14_30_12.787574-285.jpg
158,311,236,288,367,272,619,254,727,252,821,294,2022-09-28 14_30_12.794209-286.jpg
166,320,253,290,360,280,610,262,733,260,815,293,2022-09-28 14_30_12.803337-287.jpg
162,313,237,294,366,274,624,263,740,254,806,300,2022-09-28 14_30_12.809862-288.jpg
168,313,253,291,354,285,614,266,715,266,816,297,2022-09-28 14_30_12.815921-289.jpg
161,316,244,296,361,278,613,268,721,268,814,300,2022-09-28 14_30_12.819980-290.jpg
160,314,252,295,363,277,604,270,732,269,818,297,2022-09-28 14_30_12.825343-291.jpg
164,315,246,300,354,280,607,265,746,275,822,298,2022-09-28 14_30_12.831774-292.jpg
156,314,237,302,361,277,611,260,730,267,821,303,2022-09-28 14_30_12.837937-293.jpg
157,321,234,290,359,281,613,268,728,267,810,302,2022-09-28 14_30_12.844017-294.jpg
159,315,244,287,349,281,615,263,748,257,818,302,2022-09-28 14_30_12.850384-295.jpg
155,313,240,287,357,278,620,262,739,255,816,299,2022-09-28 14_30_12.856447-296.jpg
166,308,244,284,344,277,623,270,732,253,812,296,2022-09-28 14_30_12.862864-297.jpg
172,314,234,288,354,283,618,265,740,255,812,306,2022-09-28 14_30_12.869051-298.jpg
168,310,236,282,325,278,605,268,728,256,814,299,2022-09-28 14_30_12.875202-299.jpg
203,271,313,225,410,265,659,277,761,255,846,315,2022-09-28 14_30_12.881755-300.jpg
202,269,318,225,406,256,663,276,773,260,851,324,2022-09-28 14_30_12.887706-301.jpg
200,266,311,228,403,255,653,273,768,259,841,318,2022-09-28 14_30_12.894107-302.jpg
192,273,311,231,402,254,651,274,759,255,844,317,2022-09-28 14_30_12.900596-303.jpg
193,271,309,231,403,260,661,282,758,265,845,320,2022-09-28 14_30_12.906621-304.jpg
196,270,311,231,397,260,661,272,768,259,847,328,2022-09-28 14_30_12.914832-305.jpg
192,273,302,224,386,259,654,277,755,259,837,316,2022-09-28 14_30_12.921326-306.jpg
188,269,312,233,398,260,654,269,755,264,842,325,2022-09-28 14_30_12.927165-307.jpg
189,273,305,229,400,261,647,285,752,258,843,321,2022-09-28 14_30_12.931588-308.jpg
188,276,301,227,401,269,650,282,751,260,836,316,2022-09-28 14_30_12.937958-309.jpg
196,275,301,237,385,259,658,273,755,258,836,325,2022-09-28 14_30_12.944504-310.jpg
173,292,273,257,363,263,622,257,744,255,811,287,2022-09-28 14_30_12.955091-311.jpg
170,294,266,260,359,274,621,263,745,244,811,286,2022-09-28 14_30_12.962537-312.jpg
161,292,272,248,351,278,611,259,744,243,811,295,2022-09-28 14_30_12.968909-313.jpg
172,291,266,259,351,277,616,259,740,240,823,303,2022-09-28 14_30_12.973566-314.jpg
162,294,273,257,352,274,617,266,748,256,817,298,2022-09-28 14_30_12.978027-315.jpg
168,295,266,256,355,278,624,262,746,244,818,300,2022-09-28 14_30_12.981789-316.jpg
173,289,266,257,362,289,622,262,758,246,832,301,2022-09-28 14_30_12.988079-317.jpg
173,286,257,257,360,280,601,263,738,241,819,290,2022-09-28 14_30_12.994059-318.jpg
175,290,272,255,366,273,619,261,739,240,825,297,2022-09-28 14_30_13.000762-319.jpg
155,294,275,250,365,280,616,261,736,238,818,292,2022-09-28 14_30_13.006556-320.jpg
155,291,266,247,357,276,625,265,731,236,823,291,2022-09-28 14_30_13.012871-321.jpg
162,296,257,252,358,278,612,259,737,237,819,298,2022-09-28 14_30_13.019222-322.jpg
164,295,262,255,355,269,609,257,737,236,822,298,2022-09-28 14_30_13.025504-323.jpg
167,289,250,247,347,281,616,260,729,242,817,299,2022-09-28 14_30_13.031702-324.jpg
158,297,255,254,359,272,625,264,755,240,820,293,2022-09-28 14_30_13.037828-325.jpg
158,298,275,249,360,277,613,263,738,239,817,291,2022-09-28 14_30_13.044022-326.jpg
158,306,265,256,363,282,602,266,733,245,829,309,2022-09-28 14_30_13.051080-327.jpg
165,300,267,255,353,274,618,271,731,236,810,302,2022-09-28 14_30_13.056396-328.jpg
171,288,278,251,376,284,610,259,735,238,821,291,2022-09-28 14_30_13.062769-329.jpg
155,297,256,256,345,275,612,266,747,246,842,301,2022-09-28 14_30_13.069238-330.jpg
156,293,247,263,365,268,612,269,746,234,835,294,2022-09-28 14_30_13.075487-331.jpg
159,297,262,247,364,275,602,264,744,236,822,298,2022-09-28 14_30_13.081376-332.jpg
159,300,268,238,363,278,648,243,755,241,836,292,2022-09-28 14_30_13.087880-333.jpg
160,310,259,256,364,272,613,262,732,237,817,284,2022-09-28 14_30_13.094041-334.jpg
160,300,263,244,367,275,615,250,725,241,821,284,2022-09-28 14_30_13.100473-335.jpg
163,311,263,257,367,267,640,256,739,237,824,281,2022-09-28 14_30_13.106578-336.jpg
162,313,265,253,374,241,593,252,739,245,822,309,2022-09-28 14_30_13.112737-337.jpg
159,302,277,256,366,279,612,269,740,246,821,293,2022-09-28 14_30_13.119465-338.jpg
162,305,261,254,361,270,603,258,732,236,838,299,2022-09-28 14_30_13.125595-339.jpg
156,296,275,252,355,277,615,258,742,247,817,297,2022-09-28 14_30_13.131540-340.jpg
162,310,259,254,358,275,608,263,737,239,826,302,2022-09-28 14_30_13.137895-341.jpg
151,306,267,254,361,271,610,258,745,240,822,299,2022-09-28 14_30_13.144296-342.jpg
172,285,274,252,368,268,616,254,741,235,821,302,2022-09-28 14_30_13.150750-343.jpg
161,305,276,257,357,273,612,265,745,227,818,296,2022-09-28 14_30_13.156636-344.jpg
156,317,288,253,369,287,605,260,760,241,844,297,2022-09-28 14_30_13.162904-345.jpg
157,306,290,263,366,281,609,269,758,240,842,315,2022-09-28 14_30_13.169407-346.jpg
159,302,289,261,368,280,604,271,753,250,828,303,2022-09-28 14_30_13.175453-347.jpg
160,301,284,251,359,275,628,260,745,248,824,298,2022-09-28 14_30_13.181490-348.jpg
166,300,281,252,355,277,617,265,734,243,817,290,2022-09-28 14_30_13.187781-349.jpg
171,296,274,255,362,284,607,262,737,242,839,309,2022-09-28 14_30_13.194135-350.jpg
158,307,280,252,368,275,634,263,744,242,824,304,2022-09-28 14_30_13.200823-351.jpg
164,305,274,248,372,277,614,261,739,239,827,304,2022-09-28 14_30_13.206485-352.jpg
158,309,267,241,355,273,617,254,737,241,831,299,2022-09-28 14_30_13.213095-353.jpg
159,297,262,251,359,267,618,264,723,237,826,290,2022-09-28 14_30_13.219362-354.jpg
165,306,271,257,351,276,616,270,717,238,821,294,2022-09-28 14_30_13.225556-355.jpg
166,295,275,257,358,273,613,265,714,226,821,288,2022-09-28 14_30_13.231569-356.jpg
161,313,270,245,355,274,619,269,726,233,816,284,2022-09-28 14_30_13.238174-357.jpg
162,305,262,251,357,276,609,266,719,235,824,291,2022-09-28 14_30_13.244175-358.jpg
161,298,265,251,357,276,602,267,723,239,814,284,2022-09-28 14_30_13.250654-359.jpg
164,302,268,249,365,277,621,266,722,237,838,298,2022-09-28 14_30_13.256733-360.jpg
167,317,279,254,359,275,623,258,730,253,824,296,2022-09-28 14_30_13.262981-361.jpg
168,307,264,243,377,276,618,273,727,247,820,297,2022-09-28 14_30_13.269545-362.jpg
158,312,267,250,358,272,627,260,729,237,824,293,2022-09-28 14_30_13.275508-363.jpg
168,308,261,256,356,275,616,267,720,237,827,300,2022-09-28 14_30_13.281566-364.jpg
159,328,270,254,362,268,627,263,728,235,836,308,2022-09-28 14_30_13.287969-365.jpg
171,298,263,254,364,278,607,265,726,234,824,294,2022-09-28 14_30_13.294246-366.jpg
164,307,267,249,365,279,623,268,732,237,822,288,2022-09-28 14_30_13.300525-367.jpg
160,304,270,250,365,275,622,268,724,229,827,287,2022-09-28 14_30_13.306592-368.jpg
166,296,268,246,366,279,626,267,717,236,818,289,2022-09-28 14_30_13.312995-369.jpg
171,315,266,254,349,274,611,266,729,235,813,290,2022-09-28 14_30_13.319292-370.jpg
166,307,263,258,350,271,625,258,726,250,827,298,2022-09-28 14_30_13.325248-371.jpg
161,290,268,255,353,278,630,256,728,236,821,292,2022-09-28 14_30_13.331526-372.jpg
163,304,260,248,357,272,619,268,727,242,826,294,2022-09-28 14_30_13.338037-373.jpg
162,299,272,252,353,276,608,270,724,246,822,297,2022-09-28 14_30_13.344730-374.jpg
163,308,263,249,370,280,630,267,731,244,828,292,2022-09-28 14_30_13.350548-375.jpg
161,305,257,247,361,270,627,255,716,233,827,299,2022-09-28 14_30_13.356414-376.jpg
166,317,260,243,359,276,605,263,722,225,819,293,2022-09-28 14_30_13.362831-377.jpg
164,304,256,245,346,276,614,263,716,239,820,294,2022-09-28 14_30_13.369436-378.jpg
160,311,264,252,354,277,608,258,718,237,824,304,2022-09-28 14_30_13.375672-379.jpg
162,311,262,248,371,284,614,264,717,240,821,294,2022-09-28 14_30_13.381650-380.jpg
163,311,264,255,351,280,612,267,722,235,821,285,2022-09-28 14_30_13.390297-381.jpg
167,304,275,259,354,280,618,263,723,241,830,298,2022-09-28 14_30_13.396445-382.jpg
166,309,260,267,353,276,632,264,720,247,806,280,2022-09-28 14_30_13.403260-383.jpg
170,304,248,278,361,278,613,265,731,231,812,293,2022-09-28 14_30_13.407220-384.jpg
159,313,234,278,351,272,611,264,722,253,817,300,2022-09-28 14_30_13.412669-385.jpg
168,310,249,285,358,276,608,270,711,253,819,310,2022-09-28 14_30_13.419433-386.jpg
166,317,249,299,362,276,607,268,720,257,829,303,2022-09-28 14_30_13.425610-387.jpg
169,303,252,287,383,287,591,271,732,271,839,311,2022-09-28 14_30_13.431785-388.jpg
163,316,247,292,351,281,609,270,733,262,822,310,2022-09-28 14_30_13.439468-389.jpg
152,314,244,290,388,278,595,269,718,263,814,298,2022-09-28 14_30_13.446392-390.jpg
160,312,254,292,364,291,629,269,745,274,827,305,2022-09-28 14_30_13.452904-391.jpg
166,316,242,295,365,282,600,265,745,272,829,304,2022-09-28 14_30_13.457091-392.jpg
149,321,259,285,356,281,605,271,735,272,820,305,2022-09-28 14_30_13.462773-393.jpg
160,331,228,297,359,287,617,263,730,264,817,305,2022-09-28 14_30_13.469393-394.jpg
161,314,255,285,364,282,609,268,733,272,822,302,2022-09-28 14_30_13.475288-395.jpg
158,314,245,281,361,283,626,258,722,263,813,301,2022-09-28 14_30_13.481462-396.jpg
157,318,230,289,353,284,599,273,719,263,806,304,2022-09-28 14_30_13.487878-397.jpg
169,307,246,284,349,287,612,268,719,254,815,299,2022-09-28 14_30_13.494041-398.jpg
165,315,256,269,360,280,611,272,708,256,814,296,2022-09-28 14_30_13.500682-399.jpg
192,277,311,224,400,256,655,277,769,259,848,324,2022-09-28 14_30_13.506520-400.jpg
192,273,311,229,399,253,654,275,764,262,851,332,2022-09-28 14_30_13.512885-401.jpg
188,272,308,221,413,262,673,268,762,259,844,326,2022-09-28 14_30_13.519493-402.jpg
194,272,301,226,399,253,656,269,755,260,840,322,2022-09-28 14_30_13.525409-403.jpg
190,271,314,225,406,263,679,267,762,255,842,323,2022-09-28 14_30_13.531525-404.jpg
182,278,308,230,402,257,649,279,774,263,837,328,2022-09-28 14_30_13.538014-405.jpg
195,275,304,218,373,252,646,272,756,259,831,311,2022-09-28 14_30_13.544875-406.jpg
195,277,305,241,390,261,634,282,752,263,832,313,2022-09-28 14_30_13.550807-407.jpg
184,270,301,234,380,257,657,276,741,261,835,319,2022-09-28 14_30_13.556445-408.jpg
200,264,300,229,382,257,659,273,751,259,834,317,2022-09-28 14_30_13.562804-409.jpg
190,271,290,237,388,259,657,284,747,269,833,320,2022-09-28 14_30_13.569517-410.jpg
161,303,281,259,355,273,609,264,765,248,826,301,2022-09-28 14_30_13.578342-411.jpg
156,308,278,258,353,275,621,260,734,238,818,295,2022-09-28 14_30_13.587497-412.jpg
166,306,278,251,356,279,630,263,742,238,818,303,2022-09-28 14_30_13.593486-413.jpg
164,288,261,248,351,279,638,262,742,249,815,297,2022-09-28 14_30_13.598003-414.jpg
159,292,271,257,366,279,606,257,752,255,813,295,2022-09-28 14_30_13.602559-415.jpg
161,301,262,252,357,273,631,259,749,237,817,297,2022-09-28 14_30_13.606515-416.jpg
160,296,278,256,377,277,618,269,744,251,820,305,2022-09-28 14_30_13.612791-417.jpg
150,306,272,251,355,281,625,269,740,251,824,291,2022-09-28 14_30_13.619616-418.jpg
163,299,265,259,353,272,625,258,732,240,827,302,2022-09-28 14_30_13.625457-419.jpg
161,294,260,251,361,275,624,263,745,241,829,298,2022-09-28 14_30_13.631534-420.jpg
157,299,262,252,354,272,616,257,729,242,824,302,2022-09-28 14_30_13.637837-421.jpg
155,303,271,252,356,271,625,264,734,239,819,296,2022-09-28 14_30_13.644064-422.jpg
160,299,271,256,371,284,610,264,741,239,835,304,2022-09-28 14_30_13.654016-423.jpg
160,307,278,263,360,284,629,256,770,250,835,295,2022-09-28 14_30_13.660802-424.jpg
161,302,265,249,360,280,635,263,742,231,820,300,2022-09-28 14_30_13.666501-425.jpg
150,313,268,248,361,277,618,259,736,234,831,303,2022-09-28 14_30_13.671832-426.jpg
150,300,276,257,360,287,620,275,740,239,825,294,2022-09-28 14_30_13.676412-427.jpg
157,290,285,252,365,277,612,261,740,227,827,290,2022-09-28 14_30_13.681488-428.jpg
153,296,265,259,369,281,628,265,738,243,826,294,2022-09-28 14_30_13.688156-429.jpg
163,298,257,255,348,282,617,259,732,236,814,287,2022-09-28 14_30_13.693983-430.jpg
162,291,273,244,362,269,634,276,737,232,823,299,2022-09-28 14_30_13.700720-431.jpg
160,299,271,250,364,276,645,257,761,242,834,295,2022-09-28 14_30_13.706566-432.jpg
162,300,274,258,371,275,604,266,735,240,837,298,2022-09-28 14_30_13.712938-433.jpg
162,297,286,246,388,277,599,270,727,229,837,296,2022-09-28 14_30_13.719414-434.jpg
167,286,265,253,364,283,630,249,733,248,810,298,2022-09-28 14_30_13.725399-435.jpg
151,310,261,249,356,279,606,268,754,247,810,298,2022-09-28 14_30_13.731705-436.jpg
160,298,262,247,366,271,611,264,739,248,808,285,2022-09-28 14_30_13.738656-437.jpg
165,295,286,261,355,279,616,263,725,234,822,298,2022-09-28 14_30_13.747461-438.jpg
164,297,278,251,356,276,609,254,731,237,815,297,2022-09-28 14_30_13.756364-439.jpg
163,290,265,257,352,283,612,254,730,240,821,294,2022-09-28 14_30_13.763769-440.jpg
167,291,262,256,366,280,623,257,736,239,816,295,2022-09-28 14_30_13.772353-441.jpg
162,303,283,258,359,277,625,261,738,236,816,294,2022-09-28 14_30_13.779631-442.jpg
157,294,271,256,360,275,630,265,749,238,819,290,2022-09-28 14_30_13.785764-443.jpg
165,302,296,251,362,279,617,252,735,231,828,303,2022-09-28 14_30_13.790437-444.jpg
157,306,276,254,370,272,621,258,752,232,823,304,2022-09-28 14_30_13.794320-445.jpg
160,305,276,245,361,276,627,255,727,237,823,292,2022-09-28 14_30_13.797992-446.jpg
170,296,271,250,366,272,634,257,730,242,812,289,2022-09-28 14_30_13.801952-447.jpg
161,300,275,259,364,278,635,266,745,245,821,299,2022-09-28 14_30_13.806678-448.jpg
159,307,280,254,370,278,627,271,739,241,822,294,2022-09-28 14_30_13.812923-449.jpg
158,296,267,253,355,279,608,261,737,243,817,297,2022-09-28 14_30_13.819442-450.jpg
168,293,276,247,361,273,639,253,750,245,820,285,2022-09-28 14_30_13.825678-451.jpg
169,304,264,253,353,270,643,261,739,236,814,297,2022-09-28 14_30_13.831564-452.jpg
172,292,261,258,363,282,613,265,719,245,821,281,2022-09-28 14_30_13.839144-453.jpg
172,293,276,256,351,274,624,258,727,238,812,278,2022-09-28 14_30_13.844221-454.jpg
161,309,273,256,371,277,602,263,736,239,817,299,2022-09-28 14_30_13.850787-455.jpg
163,313,266,260,378,274,605,265,721,245,818,305,2022-09-28 14_30_13.856614-456.jpg
172,293,275,258,356,276,652,265,725,240,812,283,2022-09-28 14_30_13.862914-457.jpg
165,312,260,260,368,281,611,262,732,239,823,289,2022-09-28 14_30_13.869418-458.jpg
169,306,267,258,356,275,625,276,729,252,832,301,2022-09-28 14_30_13.875442-459.jpg
155,309,264,249,368,282,611,268,725,243,819,286,2022-09-28 14_30_13.881598-460.jpg
168,301,267,250,359,278,618,266,715,240,827,300,2022-09-28 14_30_13.888068-461.jpg
162,297,265,258,356,272,627,263,722,244,820,290,2022-09-28 14_30_13.894143-462.jpg
166,298,266,261,364,282,636,268,720,244,826,290,2022-09-28 14_30_13.900787-463.jpg
168,301,268,247,362,270,634,266,725,239,817,278,2022-09-28 14_30_13.906685-464.jpg
159,300,257,241,357,271,623,265,723,234,825,294,2022-09-28 14_30_13.913085-465.jpg
160,311,253,253,353,276,622,259,727,239,826,299,2022-09-28 14_30_13.919588-466.jpg
171,305,260,247,354,275,624,259,730,239,828,298,2022-09-28 14_30_13.925508-467.jpg
169,307,253,257,361,281,649,273,731,242,826,297,2022-09-28 14_30_13.931652-468.jpg
165,299,255,253,346,268,627,264,730,240,830,292,2022-09-28 14_30_13.937887-469.jpg
167,305,264,251,352,276,638,259,711,238,817,285,2022-09-28 14_30_13.944314-470.jpg
166,307,263,261,365,270,613,254,728,230,829,306,2022-09-28 14_30_13.953792-471.jpg
162,305,266,256,355,277,637,259,721,235,825,291,2022-09-28 14_30_13.961662-472.jpg
159,304,270,258,365,286,621,252,731,243,830,298,2022-09-28 14_30_13.968009-473.jpg
166,299,266,247,359,278,620,257,718,239,822,297,2022-09-28 14_30_13.973592-474.jpg
159,310,259,257,355,277,616,264,727,236,822,287,2022-09-28 14_30_13.981973-475.jpg
171,305,262,248,352,278,624,272,726,237,812,284,2022-09-28 14_30_13.989752-476.jpg
156,304,257,248,357,279,619,267,729,238,818,292,2022-09-28 14_30_13.995185-477.jpg
174,291,273,252,349,277,631,269,725,230,811,285,2022-09-28 14_30_14.000167-478.jpg
157,314,256,250,359,284,618,268,729,242,809,279,2022-09-28 14_30_14.004417-479.jpg
166,302,253,252,340,270,629,271,711,231,806,280,2022-09-28 14_30_14.007877-480.jpg
164,305,266,258,356,281,626,264,716,240,810,292,2022-09-28 14_30_14.012823-481.jpg
165,324,268,242,369,276,634,260,736,242,820,303,2022-09-28 14_30_14.019462-482.jpg
163,314,255,262,353,281,619,270,720,250,815,290,2022-09-28 14_30_14.025391-483.jpg
158,313,250,264,354,276,611,261,722,253,817,288,2022-09-28 14_30_14.031698-484.jpg
155,312,231,284,369,281,620,261,724,258,816,294,2022-09-28 14_30_14.038317-485.jpg
166,309,254,282,357,281,614,265,740,260,821,294,2022-09-28 14_30_14.044462-486.jpg
162,325,266,284,353,280,633,243,738,262,824,308,2022-09-28 14_30_14.054694-487.jpg
161,322,244,293,349,280,611,263,730,272,822,307,2022-09-28 14_30_14.060111-488.jpg
170,319,259,286,356,282,625,271,737,260,826,306,2022-09-28 14_30_14.065180-489.jpg
162,319,269,303,357,288,610,272,717,263,829,305,2022-09-28 14_30_14.070949-490.jpg
161,314,264,294,375,281,609,268,726,269,822,308,2022-09-28 14_30_14.075440-491.jpg
164,315,251,287,352,283,605,267,716,270,821,302,2022-09-28 14_30_14.081571-492.jpg
158,312,249,297,362,281,612,265,717,265,819,302,2022-09-28 14_30_14.088071-493.jpg
160,313,262,287,361,281,615,265,726,266,818,302,2022-09-28 14_30_14.094087-494.jpg
157,321,253,289,359,285,620,266,726,260,820,306,2022-09-28 14_30_14.100689-495.jpg
158,317,238,288,353,282,616,269,737,258,823,306,2022-09-28 14_30_14.106602-496.jpg
160,312,250,285,363,282,612,262,731,261,820,300,2022-09-28 14_30_14.112914-497.jpg
160,313,229,284,346,275,604,272,727,259,811,295,2022-09-28 14_30_14.119279-498.jpg
158,313,239,285,344,278,614,268,712,255,819,299,2022-09-28 14_30_14.125423-499.jpg
144,319,232,277,350,261,606,245,713,244,811,283,2022-09-28 14_34_20.645915-39800.jpg
150,310,240,277,348,260,588,241,711,242,804,277,2022-09-28 14_34_20.651800-39801.jpg
150,309,223,290,351,262,598,245,707,244,798,276,2022-09-28 14_34_20.658738-39802.jpg
154,312,240,283,350,261,598,248,714,250,806,282,2022-09-28 14_34_20.664157-39803.jpg
146,311,233,285,353,263,593,243,714,251,803,274,2022-09-28 14_34_20.670583-39804.jpg
153,315,234,287,348,263,597,243,711,255,803,280,2022-09-28 14_34_20.677022-39805.jpg
150,307,236,282,338,267,612,245,720,256,805,285,2022-09-28 14_34_20.683341-39806.jpg
152,304,235,282,342,264,608,246,723,258,814,287,2022-09-28 14_34_20.689545-39807.jpg
151,313,241,286,345,265,606,244,715,248,804,287,2022-09-28 14_34_20.698444-39808.jpg
146,312,235,280,344,262,599,243,724,248,805,281,2022-09-28 14_34_20.704823-39809.jpg
144,308,235,283,338,265,604,243,707,247,796,278,2022-09-28 14_34_20.711716-39810.jpg
150,311,224,282,343,262,602,240,712,247,807,282,2022-09-28 14_34_20.715981-39811.jpg
141,312,239,272,339,264,600,246,715,239,805,275,2022-09-28 14_34_20.720378-39812.jpg
151,308,229,274,323,263,601,240,714,238,805,272,2022-09-28 14_34_20.727188-39813.jpg
148,314,230,266,340,262,618,243,733,238,808,282,2022-09-28 14_34_20.732947-39814.jpg
146,311,230,269,337,262,598,241,717,236,808,272,2022-09-28 14_34_20.739321-39815.jpg
148,311,229,269,349,262,606,245,727,225,801,274,2022-09-28 14_34_20.745908-39816.jpg
158,295,219,262,311,262,619,248,716,229,810,281,2022-09-28 14_34_20.751723-39817.jpg
156,310,227,262,327,263,606,241,712,233,803,273,2022-09-28 14_34_20.758901-39818.jpg
155,306,250,258,338,264,611,236,708,229,808,284,2022-09-28 14_34_20.764339-39819.jpg
153,314,227,252,314,271,619,244,719,236,804,278,2022-09-28 14_34_20.770700-39820.jpg
152,301,250,252,340,264,617,248,719,223,800,269,2022-09-28 14_34_20.777310-39821.jpg
153,304,245,250,339,270,616,244,714,218,801,277,2022-09-28 14_34_20.782862-39822.jpg
158,302,248,249,332,266,606,242,709,216,805,273,2022-09-28 14_34_20.789701-39823.jpg
153,307,256,255,338,267,605,237,716,217,805,281,2022-09-28 14_34_20.799747-39824.jpg
149,311,255,240,345,269,605,244,715,214,806,280,2022-09-28 14_34_20.809720-39825.jpg
148,301,252,241,343,265,612,244,715,215,810,273,2022-09-28 14_34_20.815724-39826.jpg
149,307,251,243,342,262,610,243,713,214,810,271,2022-09-28 14_34_20.820972-39827.jpg
149,311,253,247,342,257,615,245,706,217,805,276,2022-09-28 14_34_20.826814-39828.jpg
146,314,251,248,336,267,614,244,710,223,804,266,2022-09-28 14_34_20.830848-39829.jpg
152,306,254,254,336,266,613,244,717,216,806,280,2022-09-28 14_34_20.833829-39830.jpg
151,308,253,245,345,266,606,248,710,215,807,281,2022-09-28 14_34_20.839634-39831.jpg
150,313,253,244,339,266,609,239,723,220,807,276,2022-09-28 14_34_20.845811-39832.jpg
147,313,253,241,336,265,614,243,715,215,804,273,2022-09-28 14_34_20.854291-39833.jpg
146,307,251,242,329,264,621,241,713,218,805,281,2022-09-28 14_34_20.862748-39834.jpg
152,301,249,243,340,265,608,247,707,219,815,280,2022-09-28 14_34_20.867571-39835.jpg
147,306,253,247,351,267,604,249,716,213,813,275,2022-09-28 14_34_20.872186-39836.jpg
155,307,254,244,347,264,604,240,708,218,807,278,2022-09-28 14_34_20.878512-39837.jpg
150,317,254,247,348,270,617,249,714,212,815,281,2022-09-28 14_34_20.883466-39838.jpg
151,303,252,246,344,264,594,247,715,218,799,274,2022-09-28 14_34_20.889335-39839.jpg
162,300,248,248,332,264,610,251,718,215,808,275,2022-09-28 14_34_20.895906-39840.jpg
154,301,262,243,348,263,597,250,718,209,803,269,2022-09-28 14_34_20.901819-39841.jpg
151,307,257,243,339,271,611,254,711,218,806,279,2022-09-28 14_34_20.908484-39842.jpg
146,311,250,242,348,260,609,244,712,221,809,273,2022-09-28 14_34_20.914398-39843.jpg
153,296,257,243,345,263,613,247,714,222,806,279,2022-09-28 14_34_20.920461-39844.jpg
156,299,256,240,345,272,603,245,710,216,805,271,2022-09-28 14_34_20.926949-39845.jpg
155,305,252,243,342,260,617,239,712,217,806,275,2022-09-28 14_34_20.933071-39846.jpg
160,297,253,239,342,261,613,240,708,214,803,278,2022-09-28 14_34_20.939383-39847.jpg
152,304,256,243,341,262,618,241,711,217,808,280,2022-09-28 14_34_20.946263-39848.jpg
154,307,255,250,332,259,604,242,708,215,803,270,2022-09-28 14_34_20.951856-39849.jpg
154,297,255,238,338,262,615,242,711,211,803,269,2022-09-28 14_34_20.959698-39850.jpg
158,299,253,248,353,267,609,241,716,214,801,269,2022-09-28 14_34_20.968598-39851.jpg
152,298,252,244,341,257,605,239,719,219,809,271,2022-09-28 14_34_20.977946-39852.jpg
153,305,254,244,345,260,603,246,713,214,809,276,2022-09-28 14_34_20.986721-39853.jpg
153,296,254,249,332,266,612,241,712,218,804,270,2022-09-28 14_34_20.995444-39854.jpg
156,296,249,239,336,265,619,239,719,223,807,265,2022-09-28 14_34_21.001526-39855.jpg
160,297,253,244,339,266,615,244,715,218,804,265,2022-09-28 14_34_21.005945-39856.jpg
150,307,254,248,334,263,614,240,713,210,807,272,2022-09-28 14_34_21.011365-39857.jpg
157,290,257,234,349,266,616,238,716,216,804,271,2022-09-28 14_34_21.015056-39858.jpg
157,293,253,240,342,255,614,238,712,219,802,262,2022-09-28 14_34_21.017798-39859.jpg
154,295,255,236,346,265,615,240,713,212,807,276,2022-09-28 14_34_21.020743-39860.jpg
152,299,257,236,359,256,598,243,710,212,807,269,2022-09-28 14_34_21.027075-39861.jpg
161,290,249,244,339,259,637,256,714,216,807,270,2022-09-28 14_34_21.033203-39862.jpg
158,304,252,244,341,259,600,243,712,218,803,268,2022-09-28 14_34_21.040336-39863.jpg
153,299,245,243,333,262,609,239,709,212,809,264,2022-09-28 14_34_21.047455-39864.jpg
153,297,264,246,339,259,597,246,715,217,804,278,2022-09-28 14_34_21.052773-39865.jpg
154,293,262,241,332,258,620,235,711,210,817,279,2022-09-28 14_34_21.059391-39866.jpg
153,306,250,240,345,260,622,243,718,217,807,278,2022-09-28 14_34_21.064265-39867.jpg
156,293,253,240,342,254,631,238,715,219,805,262,2022-09-28 14_34_21.070644-39868.jpg
156,294,255,239,339,260,625,236,714,214,810,274,2022-09-28 14_34_21.077028-39869.jpg
